passID,timestamp,stationRef,vehicleRef,charge,hn,p
ISG0725433,2019-4-21 8:55:05,EG04,RK48BOP88344,2.8,OO,away
ERR1760692,2019-4-21 10:04:55,EG11,TV81MAQ99005,2.8,EG,home
MFO0707298,2019-4-21 10:57:37,NE14,IA29IQS63679,1.0,NE,home
AJA1395980,2019-4-21 12:00:08,KO01,ED51EWW52190,2.8,KO,home
WCS6127631,2019-4-21 13:41:02,EG09,CR31GMR97972,1.5,EG,home
SLT1791965,2019-4-21 14:46:12,KO04,RV87TIY76692,2.5,KO,home
VLY7142348,2019-4-21 15:03:28,MR06,EZ65FLV39493,2.8,MR,home
VSX6918360,2019-4-21 15:06:32,GF00,SL09NOT64494,2.5,GF,home
MVN2209800,2019-4-21 15:27:25,EG11,QR03XCJ37459,3.1,OO,away
QCL3557652,2019-4-21 15:29:34,OO02,AT19HLV57173,2.8,OO,home
PRR3540802,2019-4-21 15:39:31,GF00,BY85QGR11636,2.5,GF,home
IMM8782440,2019-4-21 15:55:02,KO02,QW79CHL42244,2.8,KO,home
ZYH3196209,2019-4-21 16:07:16,NE00,EC02LZC49528,1.0,EG,away
VFO0617815,2019-4-21 16:14:14,MR00,XV91YMP27722,2.5,MR,home
TPS3089546,2019-4-21 16:15:02,GF00,YX66XYW62640,3.1,GF,home
FUR2535830,2019-4-21 16:55:53,KO00,KB55KTM48860,2.5,KO,home
CTS0634291,2019-4-21 17:40:23,EG01,TE24LCO18661,1.25,EG,home
YSR2056757,2019-4-21 20:17:58,NE09,NY14GZR94632,2.8,NE,home
RYC4663948,2019-4-21 21:01:47,GF00,MP14WFM40909,2.8,GF,home
CEW3448576,2019-4-21 21:10:23,OO09,EE22TMX10817,2.0,OO,home
YIZ3983834,2019-4-21 21:30:06,MR05,KF48RSD79865,2.8,MR,home
AUR2135451,2019-4-21 21:33:12,NE02,IA29IQS63679,1.0,NE,home
QYT1030269,2019-4-21 21:40:02,AO09,RR73DWB65452,2.8,AO,home
PIL9860313,2019-4-21 22:06:04,AO03,FY47TUN40300,2.8,NE,away
QHA9047994,2019-4-22 0:09:12,MR02,BI87HYL81972,1.0,MR,home
YEU9653345,2019-4-22 0:39:47,NE01,FY47TUN40300,1.0,NE,home
BPL5741588,2019-4-22 0:45:38,GF00,BY85QGR11636,2.5,GF,home
WHG8703084,2019-4-22 1:58:02,KO08,ED51EWW52190,2.8,KO,home
GRM1932555,2019-4-22 3:35:43,EG08,ED51EWW52190,1.25,KO,away
TUS1553881,2019-4-22 4:14:02,OO11,YL27IFD65117,1.0,AO,away
LJT6399933,2019-4-22 5:10:37,OO13,UA13YTK28483,2.2,MR,away
APM4047996,2019-4-22 5:57:15,KO01,IO09FGE68100,2.8,GF,away
LNT2410595,2019-4-22 6:36:47,KO05,HW75BKT77773,2.2,KO,home
OSX6633272,2019-4-22 6:47:34,MR04,QO68DIC93032,2.5,MR,home
UIG4095731,2019-4-22 7:22:03,OO06,QR03XCJ37459,2.2,OO,home
YPM2847297,2019-4-22 9:28:00,KO08,QP02SYE47964,2.8,NE,away
HZR4142794,2019-4-22 10:38:46,EG04,TE24LCO18661,1.25,EG,home
VNM6203421,2019-4-22 11:30:51,EG00,XE59BZM26378,2.5,EG,home
ADD8543592,2019-4-22 11:51:49,NE05,VX68BAR38623,1.5,NE,home
OAW0267557,2019-4-22 13:45:12,EG10,EC02LZC49528,2.8,EG,home
XXU2487230,2019-4-22 14:49:59,KO05,JO50FSF60755,2.2,KO,home
YJD3114923,2019-4-22 15:13:23,NE14,WY00MLL63827,2.2,KO,away
BVE0246714,2019-4-22 16:20:51,MR05,QO68DIC93032,2.5,MR,home
WPV0581143,2019-4-22 18:06:25,NE09,IA29IQS63679,1.0,NE,home
DDO1087287,2019-4-22 20:04:19,KO01,ED51EWW52190,2.8,KO,home
FDU7858765,2019-4-22 20:16:35,MR02,EZ65FLV39493,2.8,MR,home
PFL3771946,2019-4-22 23:03:32,NE01,IC95TLY24827,2.5,OO,away
SRW6369948,2019-4-22 23:20:55,KO07,WY00MLL63827,1.0,KO,home
JCT9360533,2019-4-22 23:24:23,KO08,KB55KTM48860,2.5,KO,home
CVC0480627,2019-4-22 23:39:47,MR08,HR53SRO94328,2.0,MR,home
KHR0978233,2019-4-22 23:40:56,KO06,DO24BCW15511,1.25,KO,home
MJX4497722,2019-4-22 23:45:36,KO06,DO24BCW15511,1.25,KO,home
JPY0062112,2019-4-23 0:12:21,MR00,QN23UHH39091,2.8,MR,home
ABR4050416,2019-4-23 2:32:13,EG02,XE59BZM26378,2.5,EG,home
RYH6378851,2019-4-23 2:36:19,AO07,OC94ASJ72024,2.8,AO,home
UBX8494091,2019-4-23 3:04:38,GF00,WU78BMX13511,1.0,GF,home
KNB1630951,2019-4-23 3:31:37,GF00,IO09FGE68100,2.8,GF,home
KYX7201943,2019-4-23 3:51:14,EG03,IW53OQE31439,2.8,EG,home
RHM7856014,2019-4-23 6:00:16,AO13,OC94ASJ72024,1.0,AO,home
UFO2127376,2019-4-23 7:37:46,EG01,CM15YCB60994,2.0,EG,home
VBZ6869585,2019-4-23 8:07:28,GF00,LM86GYO69819,2.8,GF,home
HLB5770015,2019-4-23 8:21:36,NE13,NY14GZR94632,2.8,NE,home
ONB6181203,2019-4-23 8:29:55,MR00,HE38BQH01623,2.8,MR,home
JHA6208298,2019-4-23 8:52:14,NE06,PD45WOT56494,2.0,NE,home
RRO9573148,2019-4-23 12:13:57,GF00,BY85QGR11636,2.5,GF,home
EFS2267162,2019-4-23 12:26:27,AO10,SY96JDQ97089,1.5,AO,home
KRX4559487,2019-4-23 14:19:51,MR07,UA13YTK28483,2.8,MR,home
CCT0668020,2019-4-23 14:20:00,EG12,JD78PQD35395,1.0,EG,home
GQI8862000,2019-4-23 14:37:24,MR08,HR53SRO94328,13.0,MR,home
AZX9883224,2019-4-23 14:57:41,NE15,JV67MTI17124,2.5,NE,home
PCD1587967,2019-4-23 15:03:32,KO02,JO50FSF60755,2.2,KO,home
RGE7245689,2019-4-23 16:45:23,MR05,HE38BQH01623,2.8,MR,home
NUJ7978101,2019-4-23 16:57:51,OO09,CK97FAU13897,3.1,GF,away
NKV5728389,2019-4-23 17:07:27,EG12,BZ76ROL87339,1.25,AO,away
TOS7497815,2019-4-23 17:08:01,GF00,IO09FGE68100,2.8,GF,home
PZK4364848,2019-4-23 17:48:47,GF00,XF28DGK65250,2.0,GF,home
YAA7143074,2019-4-23 18:28:36,EG04,NY14GZR94632,1.0,NE,away
YIM7478678,2019-4-23 19:34:32,GF00,PF04UCA93312,3.1,GF,home
LOO7004878,2019-4-23 20:06:44,NE01,EV77EDV52985,1.0,NE,home
UHT2619377,2019-4-23 22:37:51,MR05,EZ65FLV39493,2.8,MR,home
MPE0081835,2019-4-23 23:27:56,GF00,UF84JOS00561,2.8,GF,home
SRG7535268,2019-4-23 23:44:37,AO11,CM15YCB60994,2.8,EG,away
AIR2488773,2019-4-23 23:59:03,EG10,DW44ZOO26361,2.5,EG,home
OEF7673968,2019-4-24 0:37:12,AO16,DP11ENT03275,3.1,AO,home
ROI8989152,2019-4-24 1:45:28,KO00,KB55KTM48860,2.5,KO,home
NQM3281823,2019-4-24 2:17:40,OO11,VJ92OYV94295,2.5,OO,home
WCT7221281,2019-4-24 4:13:06,MR05,QO68DIC93032,2.5,MR,home
VUM4351750,2019-4-24 4:17:09,OO03,QR03XCJ37459,2.8,OO,home
SYR3423780,2019-4-24 5:23:05,KO06,KB55KTM48860,2.5,KO,home
KRP6540501,2019-4-24 5:55:14,OO03,CM15YCB60994,1.0,EG,away
HCH8515212,2019-4-24 5:56:58,MR07,HE38BQH01623,2.8,MR,home
ASK7115351,2019-4-24 6:55:39,GF00,KW50MJG67260,2.2,GF,home
KJJ9880491,2019-4-24 8:30:03,AO14,PE73VJU23485,2.8,AO,home
RDV5862999,2019-4-24 10:09:01,AO00,BZ76ROL87339,1.0,AO,home
VOW9630177,2019-4-24 12:48:29,MR02,HE38BQH01623,2.8,MR,home
YDQ1663345,2019-4-24 12:58:05,NE12,IA29IQS63679,1.0,NE,home
VXY6493324,2019-4-24 12:58:36,MR03,PE73VJU23485,1.5,AO,away
MST1319488,2019-4-24 14:35:17,NE09,WU78BMX13511,2.2,GF,away
GPV2511994,2019-4-24 14:42:56,GF00,PF04UCA93312,3.1,GF,home
OTY7126783,2019-4-24 14:47:12,AO18,IW53OQE31439,2.8,EG,away
BDT7071266,2019-4-24 15:33:03,AO12,YL27IFD65117,2.0,AO,home
JYX1443695,2019-4-24 16:00:46,NE13,QW79CHL42244,3.1,KO,away
QTG1737153,2019-4-24 18:13:34,AO09,BM25PHF40639,13.0,AO,home
ZIQ0909120,2019-4-24 19:15:28,EG05,JD78PQD35395,1.0,EG,home
MVO3093234,2019-4-24 19:29:31,KO02,YH66OKD41942,2.8,KO,home
ALU8820038,2019-4-24 21:39:15,GF00,SL09NOT64494,2.5,GF,home
NPM4116737,2019-4-24 21:45:48,AO18,YL27IFD65117,2.0,AO,home
XHQ7106212,2019-4-25 0:03:45,EG02,IW53OQE31439,2.8,EG,home
GTJ3676980,2019-4-25 3:28:41,AO05,OC94ASJ72024,1.0,AO,home
DLJ7022403,2019-4-25 3:44:22,AO10,YL27IFD65117,2.0,AO,home
DBD4742729,2019-4-25 4:24:37,MR04,QO68DIC93032,2.5,MR,home
DCM2417695,2019-4-25 4:27:13,EG05,TE24LCO18661,1.25,EG,home
DQU0273761,2019-4-25 4:38:10,GF00,XF28DGK65250,2.0,GF,home
NLR9249825,2019-4-25 4:49:28,KO00,ED51EWW52190,2.8,KO,home
KXE1484814,2019-4-25 6:03:04,NE03,ZY93PCY41868,2.8,KO,away
SXD3875281,2019-4-25 6:19:57,EG03,MU06LHX94338,1.5,EG,home
LVV7718163,2019-4-25 7:10:56,EG09,EC02LZC49528,2.8,EG,home
IVD5867047,2019-4-25 7:30:57,KO01,KB55KTM48860,2.5,KO,home
ADO2693082,2019-4-25 8:06:24,EG11,TZ48CCW54765,3.1,EG,home
BZQ4271898,2019-4-25 8:13:22,OO09,AT19HLV57173,2.8,OO,home
YVC5795016,2019-4-25 8:26:18,NE13,PM58XHX45588,1.5,NE,home
TKO5519017,2019-4-25 8:31:13,GF00,WU78BMX13511,1.0,GF,home
ITD8045709,2019-4-25 8:53:58,EG11,QN23UHH39091,3.1,MR,away
UHB0337677,2019-4-25 10:10:29,EG10,XE59BZM26378,2.5,EG,home
EUZ5302832,2019-4-25 11:10:20,KO06,KB55KTM48860,2.5,KO,home
VOA4020111,2019-4-25 11:18:55,AO10,SY96JDQ97089,1.5,AO,home
JYV6306139,2019-4-25 13:21:09,OO05,AT19HLV57173,2.8,OO,home
DWH5451610,2019-4-25 13:22:45,GF00,SL09NOT64494,2.5,GF,home
PKQ6124921,2019-4-25 14:09:07,OO07,LC72NRN52084,3.1,OO,home
GOT1059845,2019-4-25 16:08:02,GF00,WU78BMX13511,1.0,GF,home
PKO6096910,2019-4-25 16:22:58,NE01,IA29IQS63679,1.0,NE,home
DLL5320657,2019-4-25 16:27:00,GF00,XF28DGK65250,2.0,GF,home
MQE6904561,2019-4-25 16:29:18,KO08,EV77EDV52985,1.5,NE,away
CDE9612093,2019-4-25 16:57:06,EG09,EC02LZC49528,2.8,EG,home
LBC8097103,2019-4-25 17:28:41,MR05,EZ65FLV39493,2.8,MR,home
MQF0926663,2019-4-25 17:31:54,KO09,KB55KTM48860,2.5,KO,home
GTA9447925,2019-4-25 18:02:46,NE00,VX68BAR38623,1.5,NE,home
EAL3086268,2019-4-25 18:03:49,AO19,TV81MAQ99005,2.8,EG,away
EHR8013934,2019-4-25 19:30:29,OO07,VJ92OYV94295,2.5,OO,home
DWW6386274,2019-4-25 19:33:05,OO05,QN23UHH39091,1.5,MR,away
GAQ9883249,2019-4-25 19:35:36,OO06,IC95TLY24827,2.0,OO,home
JAC9588933,2019-4-25 21:22:55,AO04,DV04FQL29609,3.1,AO,home
HHI6583386,2019-4-25 22:16:59,AO14,BM25PHF40639,13.0,AO,home
YTO2340247,2019-4-25 22:47:10,EG06,XE59BZM26378,2.5,EG,home
USA1222486,2019-4-25 23:14:42,NE02,NY14GZR94632,2.8,NE,home
ISE5450676,2019-4-25 23:32:06,EG05,TE24LCO18661,1.25,EG,home
DSJ1596812,2019-4-25 23:35:57,NE07,JV67MTI17124,1.5,NE,home
CRF6893189,2019-4-26 0:19:27,AO15,TZ48CCW54765,2.8,EG,away
ZYS2742870,2019-4-26 0:26:33,AO07,LG64ARC91224,13.0,AO,home
CFQ6091857,2019-4-26 1:25:37,AO11,HT62RDI04611,2.8,AO,home
HHO8506932,2019-4-26 1:29:12,GF00,MA30QLI76818,2.5,GF,home
MJV1090610,2019-4-26 1:37:03,EG06,IN99SEN20660,2.8,EG,home
XDW1571249,2019-4-26 1:50:47,KO03,QW79CHL42244,2.8,KO,home
WCI2522195,2019-4-26 1:59:29,EG08,MA30QLI76818,1.0,GF,away
YFQ7916335,2019-4-26 3:06:30,NE13,IA29IQS63679,1.0,NE,home
JNC7075071,2019-4-26 3:19:20,GF00,QN12NTR81378,2.8,GF,home
ZRN4486651,2019-4-26 3:40:57,NE02,PM58XHX45588,1.5,NE,home
KRF7302365,2019-4-26 3:44:43,AO18,PE73VJU23485,2.8,AO,home
UXT0838200,2019-4-26 4:50:18,NE05,EG95RTB75032,2.8,NE,home
IYJ4715140,2019-4-26 5:05:04,KO06,KB55KTM48860,2.5,KO,home
RIF5361846,2019-4-26 5:32:58,KO09,QO77TFN61853,2.2,KO,home
JWW4258936,2019-4-26 5:40:35,OO13,VJ92OYV94295,2.5,OO,home
KPO5395371,2019-4-26 5:59:14,EG11,DW44ZOO26361,1.25,EG,home
VOH0631717,2019-4-26 6:19:47,GF00,YX66XYW62640,3.1,GF,home
LOY8538599,2019-4-26 6:38:42,NE03,EV77EDV52985,1.5,NE,home
RQZ3473995,2019-4-26 6:54:31,KO09,UO75YNW62238,2.8,KO,home
JIE9681481,2019-4-26 7:24:39,MR08,IZ65WAT29135,3.1,MR,home
BZH9857300,2019-4-26 7:37:32,OO09,IN99SEN20660,2.8,EG,away
OUR3289959,2019-4-26 7:47:44,AO18,HE38BQH01623,2.8,MR,away
STR6564068,2019-4-26 8:24:32,EG06,DW44ZOO26361,1.0,EG,home
WMN6594846,2019-4-26 8:36:36,NE01,FY47TUN40300,2.5,NE,home
ACT1999865,2019-4-26 9:08:15,GF00,PF04UCA93312,3.1,GF,home
WED7620557,2019-4-26 11:34:55,EG03,EC02LZC49528,2.8,EG,home
TXE4014193,2019-4-26 12:03:47,MR05,UA13YTK28483,2.8,MR,home
VJP3491329,2019-4-26 12:30:27,GF00,CP56DAO45598,2.8,GF,home
RMV6384903,2019-4-26 12:39:21,AO00,XV40HUQ04740,2.8,OO,away
CQL3534041,2019-4-26 14:16:30,MR03,BI87HYL81972,1.0,MR,home
WVU0302608,2019-4-26 15:16:15,MR00,UA13YTK28483,2.8,MR,home
FFL1466986,2019-4-26 15:53:53,AO18,MX39VOS38645,2.8,AO,home
FYC0400942,2019-4-26 18:13:32,MR08,XV91YMP27722,2.5,MR,home
KQF0097011,2019-4-26 18:48:04,MR03,QO68DIC93032,2.5,MR,home
CXY7643052,2019-4-26 19:02:36,NE02,PM58XHX45588,1.5,NE,home
FKZ4615807,2019-4-26 20:07:25,AO13,SU00RDZ36214,2.8,AO,home
WSG8078188,2019-4-26 20:24:57,OO03,VJ92OYV94295,2.5,OO,home
MSY5502832,2019-4-26 21:27:13,KO01,RV87TIY76692,2.5,KO,home
XYZ4437016,2019-4-26 21:28:54,MR02,QN23UHH39091,2.5,MR,home
KHB8180575,2019-4-26 21:42:21,MR02,EC02LZC49528,1.0,EG,away
BJV9179493,2019-4-26 22:28:17,GF00,WU78BMX13511,1.0,GF,home
JJM4567510,2019-4-27 0:04:38,OO04,WG11QVY31890,1.0,OO,home
AOE4453564,2019-4-27 0:34:59,AO12,LG64ARC91224,13.0,AO,home
AZP9078883,2019-4-27 1:15:48,KO07,FL13UMN92207,2.0,KO,home
BHS4505177,2019-4-27 6:17:57,OO03,EG95RTB75032,1.25,NE,away
RMW9658459,2019-4-27 6:21:33,KO07,FL13UMN92207,1.0,KO,home
DCS0688909,2019-4-27 8:27:23,NE03,FY47TUN40300,1.0,NE,home
QQV8538577,2019-4-27 8:51:52,MR06,IZ65WAT29135,2.0,MR,home
DOT7555032,2019-4-27 10:50:05,AO05,BM25PHF40639,13.0,AO,home
LGZ2067675,2019-4-27 12:22:35,OO08,QX75YWC61835,2.5,OO,home
ATW2714043,2019-4-27 12:32:16,AO11,QN12NTR81378,2.8,GF,away
RYY4185377,2019-4-27 12:39:05,NE00,KB55KTM48860,2.8,KO,away
VCU5741312,2019-4-27 13:26:04,GF00,EN26OAB52983,1.25,GF,home
ROB0629668,2019-4-27 13:48:06,KO00,WY00MLL63827,1.0,KO,home
CSM6265229,2019-4-27 14:01:53,KO04,SU00RDZ36214,1.25,AO,away
KRU9834252,2019-4-27 14:27:57,AO07,DP11ENT03275,3.1,AO,home
WVG2955018,2019-4-27 14:58:58,NE02,HR53SRO94328,1.5,MR,away
SIJ8292664,2019-4-27 16:03:26,AO16,HT62RDI04611,2.8,AO,home
IEI3286968,2019-4-27 17:04:37,MR01,XV91YMP27722,2.8,MR,home
WDM0914689,2019-4-27 18:06:14,GF00,IO09FGE68100,2.8,GF,home
IVX6377761,2019-4-27 18:58:30,AO16,DP11ENT03275,3.1,AO,home
PPM5041409,2019-4-27 19:00:17,GF00,CP56DAO45598,2.8,GF,home
KAM2000803,2019-4-27 20:16:27,MR05,UA13YTK28483,2.8,MR,home
MSF4718239,2019-4-27 20:41:38,AO02,EE22TMX10817,2.8,OO,away
HTZ6710094,2019-4-27 22:00:54,NE01,NY14GZR94632,2.8,NE,home
OTY9688483,2019-4-27 23:04:01,OO12,LC72NRN52084,3.1,OO,home
YWZ1139803,2019-4-27 23:13:50,OO03,XV40HUQ04740,1.0,OO,home
HBX8348263,2019-4-28 0:11:38,AO11,YL27IFD65117,2.0,AO,home
QQK6537471,2019-4-28 0:51:52,KO01,KB55KTM48860,2.5,KO,home
JOU5437199,2019-4-28 2:47:19,AO12,VL67TFO75321,2.8,EG,away
MVB5043495,2019-4-28 3:53:45,MR07,EZ65FLV39493,2.8,MR,home
WXG5119978,2019-4-28 3:55:34,AO08,PE73VJU23485,2.8,AO,home
SNI3867955,2019-4-28 5:44:49,GF00,MP14WFM40909,2.8,GF,home
GSA1588361,2019-4-28 5:56:58,AO01,DP11ENT03275,3.1,AO,home
DKM9357688,2019-4-28 6:07:15,NE07,VX68BAR38623,1.5,NE,home
BOW9579452,2019-4-28 6:16:06,OO03,EM54HQI58682,2.8,OO,home
STO1962209,2019-4-28 7:04:52,KO01,DO24BCW15511,1.25,KO,home
BGW2487429,2019-4-28 9:12:22,MR05,QO68DIC93032,2.5,MR,home
XFS4482118,2019-4-28 9:58:43,NE01,DO24BCW15511,1.5,KO,away
UIO7411533,2019-4-28 10:59:46,OO10,LC72NRN52084,3.1,OO,home
LKP2179405,2019-4-28 11:29:33,OO08,AT19HLV57173,2.8,OO,home
DBY0693293,2019-4-28 13:56:24,AO09,RR73DWB65452,2.8,AO,home
XJI2665793,2019-4-28 14:46:51,NE04,SY96JDQ97089,2.8,AO,away
ZBA0486214,2019-4-28 15:28:55,OO06,JF94VYA88954,2.8,OO,home
OTJ1628009,2019-4-28 16:07:17,MR02,QN23UHH39091,2.8,MR,home
QLC7621293,2019-4-28 16:33:34,GF00,WU78BMX13511,1.0,GF,home
UOS0559709,2019-4-28 17:16:37,GF00,PF04UCA93312,3.1,GF,home
LEH7268045,2019-4-28 17:21:07,OO11,XV40HUQ04740,1.0,OO,home
EFF6897222,2019-4-28 19:24:04,KO00,ED51EWW52190,2.8,KO,home
QUV3419921,2019-4-28 19:29:54,GF00,WU78BMX13511,1.0,GF,home
OXA2947691,2019-4-28 20:10:02,MR07,BI87HYL81972,1.0,MR,home
RMX5755270,2019-4-28 20:24:31,OO01,QR03XCJ37459,2.8,OO,home
AKV8751210,2019-4-28 21:14:30,OO01,XV40HUQ04740,1.0,OO,home
PJB3984082,2019-4-28 23:30:23,NE14,SL09NOT64494,2.0,GF,away
TOD0804820,2019-4-29 0:40:18,NE13,EG95RTB75032,2.8,NE,home
ZPA6169257,2019-4-29 1:06:45,MR06,XF28DGK65250,2.5,GF,away
EMK9464442,2019-4-29 2:15:36,GF00,AT19HLV57173,13.0,OO,away
IUH9527907,2019-4-29 2:23:37,AO01,PE73VJU23485,2.8,AO,home
YCV3686664,2019-4-29 5:28:08,EG00,IW53OQE31439,2.8,EG,home
SYQ1040708,2019-4-29 5:36:56,EG05,IN99SEN20660,2.8,EG,home
VLD6181989,2019-4-29 6:10:58,GF00,CK97FAU13897,2.5,GF,home
MCS0486658,2019-4-29 6:25:25,MR03,EZ65FLV39493,2.8,MR,home
ZWR2927879,2019-4-29 7:19:18,NE08,NZ35XLQ89678,1.5,NE,home
DEF9246630,2019-4-29 8:39:42,OO10,WG11QVY31890,1.0,OO,home
SOS1731555,2019-4-29 10:29:36,KO02,MQ65WJJ60020,2.0,KO,home
MSH3641995,2019-4-29 10:30:45,AO17,UP28MBM38391,2.8,NE,away
EIK6253516,2019-4-29 12:07:54,AO00,DW44ZOO26361,2.8,EG,away
LSU4919166,2019-4-29 13:30:51,NE15,OY94SZK34436,2.5,NE,home
UJZ1762793,2019-4-29 14:01:14,KO05,RV87TIY76692,2.5,KO,home
WPC1468576,2019-4-29 14:30:59,NE07,EG95RTB75032,2.8,NE,home
LUM5614301,2019-4-29 14:40:27,KO00,JF94VYA88954,2.0,OO,away
WLS8939968,2019-4-29 15:25:26,AO10,IO09FGE68100,2.8,GF,away
RYQ8825723,2019-4-29 16:24:13,AO18,LG64ARC91224,13.0,AO,home
MVJ9504370,2019-4-29 16:27:33,AO08,LG64ARC91224,13.0,AO,home
ACH3020761,2019-4-29 16:41:35,OO06,VJ92OYV94295,2.5,OO,home
YBO8474934,2019-4-29 16:50:51,NE06,OY94SZK34436,2.5,NE,home
LIS2394484,2019-4-29 19:44:56,EG04,QU94IGC75528,2.8,EG,home
XKQ5721792,2019-4-29 20:22:14,KO07,JO50FSF60755,2.2,KO,home
RAY1523584,2019-4-29 20:24:28,EG02,MU06LHX94338,1.5,EG,home
AYV0582126,2019-4-29 22:53:30,AO10,BZ76ROL87339,1.0,AO,home
WJC3495776,2019-4-29 23:08:07,EG12,TV81MAQ99005,2.8,EG,home
IST4922985,2019-4-29 23:45:24,AO00,DP11ENT03275,3.1,AO,home
FSF6889828,2019-4-29 23:59:49,EG09,QU94IGC75528,1.25,EG,home
UCE2977061,2019-4-30 1:00:33,NE13,DW44ZOO26361,1.5,EG,away
VHQ6730196,2019-4-30 1:35:55,MR08,RR98KQE80731,1.25,MR,home
ONS9847875,2019-4-30 2:01:01,MR06,KF48RSD79865,2.8,MR,home
FKL5366216,2019-4-30 2:02:37,AO11,HT62RDI04611,2.8,AO,home
CNM8376906,2019-4-30 2:30:38,MR01,BI87HYL81972,1.0,MR,home
FQA3706442,2019-4-30 2:56:41,OO13,QR03XCJ37459,2.8,OO,home
ULW4707047,2019-4-30 3:36:43,OO05,VJ92OYV94295,2.5,OO,home
HKG9010388,2019-4-30 4:12:58,KO07,UO75YNW62238,2.8,KO,home
PNS3465778,2019-4-30 7:59:10,AO04,BK77KNV91142,2.8,OO,away
HKN5648424,2019-4-30 8:04:17,MR01,HR53SRO94328,13.0,MR,home
RAF3760080,2019-4-30 9:23:34,OO02,RK48BOP88344,2.8,OO,home
WQX8050565,2019-4-30 9:42:12,OO07,BZ76ROL87339,1.0,AO,away
TVI7730747,2019-4-30 10:09:21,MR02,BI87HYL81972,1.0,MR,home
XFK3343327,2019-4-30 10:34:32,AO09,LG64ARC91224,13.0,AO,home
YTD9586184,2019-4-30 11:05:08,GF00,CK97FAU13897,2.5,GF,home
YHT6044645,2019-4-30 11:17:48,OO00,XV40HUQ04740,1.0,OO,home
DSJ4237543,2019-4-30 13:34:44,KO03,QW79CHL42244,2.8,KO,home
ZAD7015296,2019-4-30 14:33:52,AO16,MX39VOS38645,2.8,AO,home
MQH0053490,2019-4-30 15:30:35,NE10,OY94SZK34436,2.5,NE,home
ZYF1855623,2019-4-30 15:49:13,MR05,QH15HWX24570,3.1,MR,home
INI2796872,2019-4-30 16:59:15,MR03,QH15HWX24570,3.1,MR,home
MSK4026286,2019-4-30 18:28:29,EG03,TZ48CCW54765,2.0,EG,home
ACY6052538,2019-4-30 18:41:34,AO03,AT19HLV57173,2.8,OO,away
VNY1980700,2019-4-30 19:34:42,MR00,EZ65FLV39493,2.8,MR,home
EXE5640371,2019-4-30 19:48:01,AO19,WG11QVY31890,2.8,OO,away
GVJ7363826,2019-4-30 20:47:19,OO01,AT19HLV57173,2.8,OO,home
LJL5319110,2019-4-30 21:37:55,AO06,BM25PHF40639,13.0,AO,home
EUL3216021,2019-4-30 21:52:37,EG02,CM15YCB60994,2.0,EG,home
CBV1290346,2019-4-30 23:28:04,MR05,KW50MJG67260,2.5,GF,away
OVB0586437,2019-5-1 0:14:32,MR01,QH15HWX24570,3.1,MR,home
VCP5229303,2019-5-1 1:03:35,NE03,QP02SYE47964,2.8,NE,home
XNN9366405,2019-5-1 1:24:40,MR07,YX66XYW62640,2.8,GF,away
JMP6047831,2019-5-1 1:31:03,MR04,QN23UHH39091,2.8,MR,home
UGW2665038,2019-5-1 2:25:58,EG10,FL13UMN92207,2.2,KO,away
PYG2869492,2019-5-1 3:00:40,KO01,QO77TFN61853,2.2,KO,home
FYV5876352,2019-5-1 3:12:22,EG07,XV91YMP27722,3.1,MR,away
THC1128037,2019-5-1 4:37:50,GF00,QN12NTR81378,2.8,GF,home
LQG4868897,2019-5-1 4:38:18,EG07,EC02LZC49528,2.8,EG,home
SQI1552318,2019-5-1 5:39:58,OO10,VJ92OYV94295,2.5,OO,home
PMP1077484,2019-5-1 7:11:14,EG07,IW53OQE31439,2.8,EG,home
HTY4189826,2019-5-1 8:32:16,GF00,XF28DGK65250,2.0,GF,home
NUF0334135,2019-5-1 10:11:31,GF00,BY85QGR11636,2.5,GF,home
KJY9473712,2019-5-1 10:18:35,GF00,XF28DGK65250,2.0,GF,home
RKJ7058775,2019-5-1 10:25:39,KO00,UO75YNW62238,2.8,KO,home
ZUB7833920,2019-5-1 10:36:41,GF00,CK97FAU13897,2.5,GF,home
AUW8151993,2019-5-1 10:43:49,EG09,EC02LZC49528,2.8,EG,home
OKH2209437,2019-5-1 10:56:45,MR00,HA82SCK64299,1.5,MR,home
LYA3607910,2019-5-1 11:21:12,MR08,QO68DIC93032,2.5,MR,home
HXZ8990426,2019-5-1 11:27:07,MR06,BI87HYL81972,1.0,MR,home
TGR1713862,2019-5-1 12:00:50,EG06,TE24LCO18661,1.25,EG,home
BNY7501632,2019-5-1 12:59:08,OO05,QR03XCJ37459,2.8,OO,home
CWP9432067,2019-5-1 13:06:14,GF00,WU78BMX13511,1.0,GF,home
IQA2551998,2019-5-1 13:10:59,EG04,RV87TIY76692,1.0,KO,away
HAJ0385641,2019-5-1 13:20:28,KO08,JO50FSF60755,2.2,KO,home
YXR1278631,2019-5-1 13:32:17,NE06,PD45WOT56494,1.25,NE,home
TTM9952199,2019-5-1 14:51:07,MR01,RR98KQE80731,1.25,MR,home
IWF1169892,2019-5-1 15:17:04,GF00,JE65QJK64802,2.8,GF,home
OBI2814068,2019-5-1 15:30:32,AO06,PM58XHX45588,2.8,NE,away
XIN9825389,2019-5-1 16:25:25,KO01,KB55KTM48860,2.5,KO,home
EEL7799324,2019-5-1 17:16:39,OO12,EE22TMX10817,2.0,OO,home
